Title,Combined_Skills,YearsOfExperience
Software Developer - Entry Level,"Java; Python; C++; HTML; CSS; JavaScript; SQL; Git; Problem-solving; Collaboration Software Developer; Entry-Level; Fresher; Java; Python; C++; Web Development; Agile Java; Python; C++; HTML; CSS; JavaScript; SQL; Git; Teamwork; Problem-solving Software Developer; Entry-Level; Fresher; Frontend; Backend; Agile; Teamwork Java; Python; C++; HTML; CSS; JavaScript; SQL; Git; Problem-solving; Teamwork Software Developer; Entry-Level; Fresher; Frontend; Backend; Debugging; Testing Java; Python; C++; HTML; CSS; JavaScript; SQL; Git; Analytical thinking; Collaboration Software Developer; Entry-Level; Fresher; Frontend; Backend; Agile; Teamwork Java; Python; C++; HTML; CSS; JavaScript; SQL; Git; Problem-solving; Communication Software Developer; Entry-Level; Fresher; Frontend; Backend; Agile; Collaboration JavaScript; Python; Java; Angular; React; SQL; NoSQL; Git; Collaboration; Problem-solving Software Developer; Entry-Level; Fresher; Frontend; Backend; Agile; Web Development Java; Kotlin; Swift; Android Studio; Xcode; SQL; NoSQL; Git; Teamwork; Analytical thinking Software Developer; Entry-Level; Fresher; Mobile Development; Android; iOS; Agile Python; SQL; Git; ML libraries (scikit-learn, pandas); Problem-solving; Collaboration Software Developer; Entry-Level; Fresher; AI; Data Analytics; Machine Learning Python; Java; Git; AWS basics; Azure basics; SQL; NoSQL; Teamwork; Problem-solving Software Developer; Entry-Level; Fresher; Cloud Computing; Backend; Agile",0.5
Software Developer - Experienced,Java; Python; C++; JavaScript/TypeScript; React; Angular; Vue.js; Node.js; Django; Spring Boot; SQL; NoSQL; Git; Agile/Scrum Software Developer; Experienced; Mid-Level; Frontend; Backend; Cloud; Agile; Full-Stack Java; Python; C++; React; Angular; Node.js; SQL; NoSQL; Git; Docker; Kubernetes; CI/CD; Agile/Scrum Software Developer; Experienced; Mid-Level; Full-Stack; Cloud; Agile; CI/CD Java; Python; C#; Angular; React; Node.js; SQL; NoSQL; AWS; Git; CI/CD; Agile/Scrum Software Developer; Experienced; Mid-Level; Cloud; Full-Stack; Agile; CI/CD Java; Python; React; Angular; Vue.js; Node.js; SQL; NoSQL; AWS; Docker; Kubernetes; Git; Agile/Scrum Software Developer; Experienced; Mid-Level; Full-Stack; Cloud; Mentoring; Agile Java; Python; C#; React; Angular; Node.js; SQL; NoSQL; AWS; Azure; Docker; Kubernetes; Git; CI/CD; Agile/Scrum Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Leadership; CI/CD Java; Python; C++; Angular; React; Node.js; SQL; NoSQL; AWS; Docker; Kubernetes; Git; CI/CD; Agile/Scrum; Microservices Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Microservices; Leadership Java; Python; C#; React; Angular; Node.js; SQL; NoSQL; AWS; Azure; Docker; Kubernetes; Git; CI/CD; Agile/Scrum; Microservices Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Leadership; Architecture Java; Python; C#; React; Angular; Node.js; SQL; NoSQL; AWS; Docker; Kubernetes; Git; CI/CD; Microservices; Team Leadership Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Leadership; Microservices Java; Python; C#; React; Angular; Node.js; SQL; NoSQL; AWS; Docker; Kubernetes; Git; CI/CD; Microservices; Agile; Team Leadership Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Leadership; Agile Java; Python; C#; React; Angular; Node.js; SQL; NoSQL; AWS; Azure; Docker; Kubernetes; Git; CI/CD; Microservices; Team Leadership Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Leadership; Architecture Java; Python; C#; React; Angular; Node.js; SQL; NoSQL; AWS; Docker; Kubernetes; Git; CI/CD; Microservices; Agile; Team Leadership Software Developer; Experienced; Senior-Level; Full-Stack; Cloud; Leadership; Microservices,4.954545454545454
Software Engineer - Entry Level,Python; JavaScript; Git; React; MySQL; Data Structures; Algorithms; VS Code; Jira Software Engineer; Python; JavaScript; React; MySQL; Agile; Unit Testing; OOP Java; SQL; Git; REST APIs; IntelliJ; GitHub Software Engineer; Java; SQL; REST API; Agile; Integration Testing; Debugging JavaScript; Vue.js; HTML; CSS; APIs; Git; VS Code; Figma Software Engineer; Vue.js; JavaScript; UI/UX; Responsive Design; Agile; API Integration Python; Django; SQL; Git; PyCharm; Trello Software Engineer; Python; Django; SQL; Backend; Agile; Debugging C++; Unity; Git; Visual Studio; Game Development Software Engineer; C++; Unity; Game Development; Agile; Debugging Python; Java; Git; Cybersecurity Basics; IntelliJ; Jira Software Engineer; Python; Java; Cybersecurity; Agile; Unit Testing Node.js; MongoDB; Git; APIs; VS Code; Postman Software Engineer; Node.js; MongoDB; APIs; Agile; Integration Testing Python; REST APIs; Git; Machine Learning Basics; Jupyter Notebook; Azure Software Engineer; Python; REST APIs; Machine Learning; Azure; Agile Angular; JavaScript; HTML; CSS; Responsive Design; VS Code; Figma Software Engineer; Angular; JavaScript; Front-End; Responsive Design; Agile Rust; Git; IoT Basics; Data Structures; VS Code; Docker Software Engineer; Rust; IoT; Agile; Unit Testing; Scalability,1.0
Software Engineer - Experienced,Python; JavaScript; React; Node.js; Git; SQL; REST APIs; Docker; Agile; Unit Testing Software Engineer; React; Node.js; Python; Agile; REST APIs; Unit Testing Java; Spring Boot; SQL; Git; REST APIs; AWS; Docker; Kubernetes; Agile; Debugging Software Engineer; Java; Spring Boot; Backend; AWS; Docker; Agile Python; Django; REST APIs; SQL; Git; CI/CD; Docker; Agile; Testing; Mentoring Software Engineer; Python; Django; Backend; REST APIs; CI/CD; Mentoring JavaScript; Angular; TypeScript; HTML; CSS; Git; Testing; Agile; REST APIs; Team Leadership Software Engineer; Angular; Front-End; JavaScript; Agile; REST APIs; Mentoring Java; Spring Boot; Microservices; SQL; Git; Docker; Kubernetes; AWS; Agile; Mentoring Software Engineer; Java; Spring Boot; Microservices; AWS; Backend; Mentoring Python; Machine Learning; REST APIs; SQL; Git; Docker; Agile; Testing; AWS; CI/CD Software Engineer; Python; Machine Learning; REST APIs; AWS; Agile; Backend Node.js; Express; MongoDB; Git; Docker; Kubernetes; CI/CD; Agile; Testing; Mentoring Software Engineer; Node.js; Backend; MongoDB; CI/CD; Agile; Mentoring React; Redux; JavaScript; HTML; CSS; Git; Agile; Testing; REST APIs; Mentoring Software Engineer; React; Front-End; JavaScript; REST APIs; Agile; Mentoring Python; Django; REST APIs; PostgreSQL; Git; Docker; AWS; CI/CD; Agile; Team Leadership Software Engineer; Python; Django; Backend; AWS; CI/CD; Leadership JavaScript; Angular; TypeScript; HTML; CSS; Git; Docker; CI/CD; Agile; Team Leadership Software Engineer; Angular; Front-End; JavaScript; Agile; CI/CD; Leadership,6.1
Software Tester (SDET),"Java basics; Python basics; C# basics; Selenium WebDriver basics; Cypress basics; Functional testing; Regression testing; API testing basics; Postman basics; JMeter basics; Agile/Scrum understanding; Communication; Teamwork; Attention to detail; Problem-solving Software Testing; Automation Testing; Selenium; API Testing; JUnit; TestNG; Agile/Scrum; Regression Testing Java basics; Python basics; C# basics; Selenium WebDriver basics; Cypress basics; Functional testing; Regression testing; API testing basics; Postman; Basic Jenkins; Teamwork; Communication; Attention to detail Software Testing; Automation Testing; Selenium; API Testing; JUnit; TestNG; Agile/Scrum; Regression Testing Java basics; Python basics; C# basics; Selenium basics; Cypress basics; Functional and regression testing; API testing; Postman; JMeter basics; Agile understanding; Communication; Teamwork; Problem-solving Software Testing; Automation Testing; Selenium; API Testing; JUnit; TestNG; Agile/Scrum; Regression Testing Java basics; Python basics; C# basics; Selenium WebDriver basics; Cypress basics; Functional testing; Regression testing; API testing; Jenkins basics; Agile/Scrum knowledge; Communication; Attention to detail; Teamwork Software Testing; Automation Testing; Selenium; API Testing; JUnit; TestNG; Agile/Scrum; Regression Testing Java basics; Python basics; C# basics; Selenium basics; Cypress basics; API testing; Functional testing; Regression testing; Postman; Jenkins basics; Teamwork; Communication; Problem-solving Software Testing; Automation Testing; Selenium; API Testing; JUnit; TestNG; Agile/Scrum; Regression Testing Advanced Java; Advanced Python; C# advanced; Selenium WebDriver; Cypress; TestNG; JMeter; Appium; API Testing advanced; CI/CD integration (Jenkins, Bamboo); Performance testing; Agile leadership; Team collaboration; Code review; Test data management Automation Framework; CI/CD; Performance Testing; Selenium; Jenkins; Appium; Code Review; Test Data Management Advanced Java; Advanced Python; C# advanced; Selenium WebDriver; Cypress; TestNG; JMeter; Appium; API Testing advanced; CI/CD integration; Performance and load testing; Agile leadership; Mentoring; Cross-team collaboration; Test automation strategy Automation Framework; CI/CD; Performance Testing; Selenium; Jenkins; Appium; Code Review; Test Data Management Advanced Java; Python advanced; C# advanced; Selenium WebDriver; Cypress; TestNG; JMeter; Appium; API Testing advanced; CI/CD integration (Jenkins, Azure DevOps); Performance and load testing; Code review; Agile leadership; Mentoring; Team collaboration; Defect management metrics Automation Framework; CI/CD; Performance Testing; Selenium; Jenkins; Appium; Code Review; Test Data Management Advanced Java; Python advanced; C# advanced; Selenium WebDriver; Cypress; TestNG; JMeter; Appium; API Testing; CI/CD integration; Performance testing; Agile leadership; Mentoring; Cross-team collaboration; Code review; Test automation Automation Framework; CI/CD; Performance Testing; Selenium; Jenkins; Appium; Code Review; Test Data Management Advanced Java; Advanced Python; C# advanced; Selenium WebDriver; Cypress; TestNG; JMeter; Appium; API Testing advanced; CI/CD (Jenkins, Bamboo, Azure DevOps); Performance and load testing; Agile leadership; Cross-team collaboration; Code review; Test data management; Metrics-driven QA Automation Framework; CI/CD; Performance Testing; Selenium; Jenkins; Appium; Code Review; Test Data Management Java basics; Python basics; C# basics; Selenium WebDriver basics; Cypress basics; API testing; Functional testing; Regression testing; Postman basics; Jenkins basics; Communication; Teamwork; Problem-solving Software Testing; Automation Testing; Selenium; API Testing; JUnit; TestNG; Agile/Scrum; Regression Testing Java basics; Python basics; C# basics; Selenium basics; Cypress basics; Functional testing; Regression testing; API testing; Postman; Teamwork; Communication; Attention to detail Software Testing; Automation Testing; Selenium; API Testing; JUnit; TestNG; Agile/Scrum; Regression Testing Java basics; Python basics; C# basics; Selenium basics; Cypress basics; Functional and regression testing; API testing; Postman; Jenkins basics; Teamwork; Communication; Problem-solving Software Testing; Automation Testing; Selenium; API Testing; JUnit; TestNG; Agile/Scrum; Regression Testing Java basics; Python basics; C# basics; Selenium basics; Cypress basics; Functional testing; Regression testing; API testing; Postman basics; Jenkins basics; Communication; Teamwork; Attention to detail Software Testing; Automation Testing; Selenium; API Testing; JUnit; TestNG; Agile/Scrum; Regression Testing Java basics; Python basics; C# basics; Selenium WebDriver basics; Cypress basics; Functional testing; Regression testing; API testing; Postman basics; Teamwork; Communication; Problem-solving Software Testing; Automation Testing; Selenium; API Testing; JUnit; TestNG; Agile/Scrum; Regression Testing Advanced Java; Python advanced; C# advanced; Selenium WebDriver; Cypress; TestNG; JMeter; Appium; API Testing; CI/CD integration; Performance testing; Agile leadership; Mentoring; Cross-team collaboration; Code review; Test automation; Defect metrics Automation Framework; CI/CD; Performance Testing; Selenium; Jenkins; Appium; Code Review; Test Data Management Advanced Java; Python advanced; C# advanced; Selenium WebDriver; Cypress; TestNG; JMeter; Appium; API Testing advanced; CI/CD integration; Performance and load testing; Agile leadership; Team collaboration; Code review; Test data management; Metrics-driven QA Automation Framework; CI/CD; Performance Testing; Selenium; Jenkins; Appium; Code Review; Test Data Management Advanced Java; Python advanced; C# advanced; Selenium WebDriver; Cypress; TestNG; JMeter; Appium; API Testing advanced; CI/CD (Jenkins, Bamboo, Azure DevOps); Performance and load testing; Agile leadership; Cross-team collaboration; Code review; Test data management; Metrics-driven QA Automation Framework; CI/CD; Performance Testing; Selenium; Jenkins; Appium; Code Review; Test Data Management Advanced Java; Python advanced; C# advanced; Selenium WebDriver; Cypress; TestNG; JMeter; Appium; API Testing advanced; CI/CD integration; Performance testing; Agile leadership; Team mentoring; Cross-team collaboration; Code review; Test data management; Metrics-driven QA; Strategic QA planning Automation Framework; CI/CD; Performance Testing; Selenium; Jenkins; Appium; Code Review; Test Data Management Advanced Java; Python advanced; C# advanced; Selenium WebDriver; Cypress; TestNG; JMeter; Appium; API Testing advanced; CI/CD integration; Performance and load testing; Agile leadership; Mentoring; Cross-team collaboration; Code review; Test data management; Metrics-driven QA; Strategic QA planning; Automation strategy Automation Framework; CI/CD; Performance Testing; Selenium; Jenkins; Appium; Code Review; Test Data Management",0.75
Solutions Architect,AWS basics; Azure basics; Google Cloud fundamentals; Java basics; Python basics; JavaScript fundamentals; Basic architecture design; CI/CD basics; Docker fundamentals; Kubernetes fundamentals; Problem-solving; Team collaboration; Communication Cloud Computing; Architecture Design; AWS; Azure; DevOps; Java; Python; Team Collaboration AWS basics; Azure basics; GCP fundamentals; Java basics; Python basics; Introductory microservices knowledge; Basic security awareness; CI/CD fundamentals; Docker/Kubernetes basics; Problem-solving; Communication Cloud Computing; AWS; Azure; GCP; Architecture Design; DevOps; Python; Java; Communication AWS basics; Azure basics; Java fundamentals; Python fundamentals; Basic container orchestration knowledge; CI/CD introduction; Basic security and compliance awareness; Teamwork; Communication; Problem-solving Cloud Computing; Architecture Design; AWS; Azure; DevOps; CI/CD; Java; Python AWS fundamentals; Azure fundamentals; GCP basics; Java basics; Python basics; Introductory Node.js knowledge; Basic CI/CD and DevOps exposure; Docker fundamentals; Kubernetes fundamentals; Teamwork; Communication Cloud Computing; Architecture Design; AWS; Azure; GCP; DevOps; Java; Python AWS basics; Azure basics; Java basics; Python basics; Basic microservices understanding; Introductory security awareness; CI/CD basics; Docker/Kubernetes fundamentals; Communication; Team collaboration Cloud Computing; AWS; Azure; Architecture Design; DevOps; Java; Python AWS basics; Azure basics; GCP fundamentals; Java basics; Python basics; Introductory microservices knowledge; Basic CI/CD; Docker/Kubernetes fundamentals; Problem-solving; Communication Cloud Computing; AWS; Azure; GCP; Architecture Design; DevOps; Java; Python AWS fundamentals; Azure fundamentals; Java basics; Python basics; Node.js basics; Introductory Docker/Kubernetes knowledge; CI/CD fundamentals; Basic security awareness; Communication; Teamwork Cloud Computing; AWS; Azure; Architecture Design; DevOps; Java; Python AWS basics; Azure basics; GCP fundamentals; Java basics; Python basics; CI/CD basics; Docker fundamentals; Kubernetes fundamentals; Problem-solving; Team collaboration; Communication Cloud Computing; AWS; Azure; GCP; Architecture Design; DevOps; Java; Python AWS basics; Azure basics; Java basics; Python basics; Introductory microservices knowledge; Basic CI/CD; Docker/Kubernetes fundamentals; Communication; Teamwork Cloud Computing; AWS; Azure; Architecture Design; DevOps; Java; Python AWS basics; Azure basics; GCP fundamentals; Java basics; Python basics; Node.js basics; CI/CD fundamentals; Docker/Kubernetes basics; Problem-solving; Communication Cloud Computing; AWS; Azure; GCP; Architecture Design; DevOps; Java; Python AWS; Azure; GCP; Terraform; CloudFormation; Microservices; Docker; Kubernetes; Java; Python; Node.js; CI/CD pipelines; Security compliance; Stakeholder management; Project management; Problem-solving; Leadership Solutions Architecture; Cloud Architecture; AWS; Azure; Terraform; Microservices; DevOps; CI/CD; Security Compliance; Leadership AWS; Azure; GCP; Terraform; CloudFormation; Docker; Kubernetes; Java; Python; Node.js; CI/CD pipelines; Security compliance; Stakeholder management; Project leadership; Problem-solving; Collaboration Solutions Architecture; Cloud Architecture; AWS; Azure; GCP; Terraform; Microservices; Docker; Kubernetes; CI/CD AWS; Azure; GCP; Terraform; CloudFormation; Microservices; Docker; Kubernetes; Java; Python; Node.js; CI/CD; Security protocols; Project management; Leadership; Stakeholder management Solutions Architecture; Cloud Architecture; AWS; Azure; GCP; Terraform; Microservices; Docker; Kubernetes; Security Compliance AWS; Azure; GCP; Terraform; CloudFormation; Docker; Kubernetes; Java; Python; Node.js; CI/CD pipelines; Security compliance; Stakeholder engagement; Project leadership; Problem-solving Solutions Architecture; Cloud Architecture; AWS; Azure; GCP; Terraform; Docker; Kubernetes; CI/CD; Security Compliance AWS; Azure; GCP; Terraform; CloudFormation; Microservices; Docker; Kubernetes; CI/CD pipelines; Java; Python; Node.js; Security compliance; Project management; Leadership Solutions Architecture; Cloud Architecture; AWS; Azure; GCP; Terraform; Microservices; Docker; Kubernetes; CI/CD AWS; Azure; GCP; Terraform; CloudFormation; Microservices; Docker; Kubernetes; Java; Python; Node.js; CI/CD; Security protocols; Project management; Leadership; Stakeholder management Solutions Architecture; Cloud Architecture; AWS; Azure; GCP; Terraform; Docker; Kubernetes; Microservices; CI/CD AWS; Azure; GCP; Terraform; CloudFormation; Docker; Kubernetes; Java; Python; Node.js; CI/CD pipelines; Security compliance; Leadership; Stakeholder management; Problem-solving Solutions Architecture; Cloud Architecture; AWS; Azure; GCP; Terraform; Docker; Kubernetes; CI/CD; Security Compliance AWS; Azure; GCP; Terraform; CloudFormation; Microservices; Docker; Kubernetes; Java; Python; Node.js; CI/CD; Security compliance; Project management; Leadership Solutions Architecture; Cloud Architecture; AWS; Azure; GCP; Terraform; Microservices; Docker; Kubernetes; CI/CD AWS; Azure; GCP; Terraform; CloudFormation; Docker; Kubernetes; Java; Python; Node.js; CI/CD pipelines; Security compliance; Leadership; Stakeholder management; Problem-solving Solutions Architecture; Cloud Architecture; AWS; Azure; GCP; Terraform; Docker; Kubernetes; CI/CD; Security Compliance AWS; Azure; GCP; Terraform; CloudFormation; Microservices; Docker; Kubernetes; CI/CD pipelines; Java; Python; Node.js; Security compliance; Project management; Leadership; Stakeholder engagement Solutions Architecture; Cloud Architecture; AWS; Azure; GCP; Terraform; Microservices; Docker; Kubernetes; CI/CD,1.25
Staff UX Designer,Figma; InVision; Design Systems; User Research; A/B Testing Design Systems; A/B Testing; Figma; User Research; Leadership,7.5
System Engineer,Windows Server; Linux; VMware; Networking Basics; Python Systems Engineering; Linux; VMware; TCP/IP; Cloud Computing Linux Administration; Active Directory; VMware; AWS; Python Scripting System Architecture; Linux; VMware; AWS; Python Linux; Active Directory; AWS; PowerShell; System Architecture System Architecture; AWS; Active Directory; Linux; Automation Windows Server; Linux; AWS; Terraform; Security Compliance Enterprise Systems; System Architecture; AWS; Terraform; Compliance Linux; Windows Server; Kubernetes; Terraform; Nagios System Engineering; Kubernetes; Terraform; Linux; Monitoring,4.0
System Engineer - Automation Specialist,Python; Bash; Ansible; Linux; VMware Automation; Linux; Python; System Optimization; Ansible,5.0
System Engineer - Cloud & Automation,AWS; Azure; Ansible; Python; Docker Cloud; Automation; AWS; Azure; Python,6.0
System Engineer - Cloud Focus,AWS; Azure; Linux; Terraform; Nagios Cloud Computing; System Architecture; Automation; Linux; Terraform,5.0
System Engineer - DevOps Integration,CI/CD; Docker; Kubernetes; Linux; Ansible DevOps; CI/CD; Docker; Kubernetes; Automation,5.5
System Engineer - Entry Level,Networking Fundamentals; VirtualBox; Python Basics; Monitoring Tools; Windows Server Systems Engineer; Windows; Networking; Python; Troubleshooting,0.5
System Engineer - Monitoring,Nagios; Grafana; Linux; Windows Server; Automation Scripts Monitoring; Nagios; Grafana; System Reliability; Automation,4.5
System Engineer - Security,Linux Security; Firewalls; AWS IAM; Compliance; PowerShell System Security; IAM; Linux; Compliance; Troubleshooting,5.0
System Engineer - Virtualization,VMware; Hyper-V; Docker; Linux; Networking VMware; Docker; Linux; Virtualization; System Performance,4.0
System Engineer Intern,Linux Basics; Networking; Scripting Fundamentals; Cloud Basics; Monitoring Tools Internship; Systems Engineering; Linux; Networking; Cloud Basics,0.0
System Engineer Trainee,Windows Server; Networking; Python Basics; Monitoring Tools; Azure Fundamentals Systems Engineering; Windows Server; Python; Monitoring; Azure,0.0
Technical Writer,Clear Writing; Technical Accuracy; Proofreading; Basic HTML/CSS; Research Skills; Interviewing SMEs; CMS Basics; Markdown; Time Management; Adaptability Technical Writing; Documentation; Research; CMS; Markdown; HTML; CSS; Proofreading; SME Collaboration; Adaptability Technical Writing; Editing; Proofreading; Adobe FrameMaker; MadCap Flare; HTML/CSS/XML; CMS; Version Control; Agile Documentation; AI Writing Tools Technical Writing; Documentation; Adobe FrameMaker; MadCap Flare; HTML; CSS; XML; CMS; AI Tools; Agile Documentation Technical Documentation; Advanced Editing; Proofreading; Structured Authoring; API Documentation; Adobe FrameMaker; MadCap Flare; XML/HTML/CSS; CMS; AI-assisted Documentation Technical Writing; API Documentation; Structured Authoring; Adobe FrameMaker; MadCap Flare; XML; HTML; CMS; AI Writing Tools; UX Documentation Clear Writing; Proofreading; Grammar and Style; Research Skills; CMS Basics; Markdown; Basic HTML; Collaboration; Time Management; Adaptability Technical Writing; Documentation; Research; CMS; Markdown; HTML; Proofreading; SME Collaboration; Clarity; Adaptability Technical Writing; Editing; Proofreading; Adobe FrameMaker; MadCap Flare; CMS; HTML/CSS/XML; Agile Documentation; Version Control; AI Writing Tools Technical Writing; Documentation; Adobe FrameMaker; MadCap Flare; HTML; CMS; AI Tools; Agile Documentation; Editing; Version Control Advanced Technical Writing; Structured Authoring; API Documentation; Adobe FrameMaker; MadCap Flare; XML/HTML/CSS; CMS; AI-assisted Documentation; Version Control; UX Documentation Technical Writing; Structured Authoring; API Documentation; Adobe FrameMaker; MadCap Flare; XML; HTML; CMS; AI Tools; UX Documentation Clear Writing; Proofreading; Basic HTML/CSS; Research Skills; CMS Basics; Markdown; Collaboration; Time Management; Adaptability; Attention to Detail Technical Writing; Documentation; Research; CMS; Markdown; HTML; Proofreading; SME Collaboration; Clarity; Adaptability Technical Writing; Editing; Proofreading; Adobe FrameMaker; MadCap Flare; CMS; HTML/CSS/XML; AI Writing Tools; Version Control; Agile Documentation Technical Writing; Adobe FrameMaker; MadCap Flare; CMS; HTML; XML; AI Tools; Agile Documentation; Editing; Version Control Advanced Technical Writing; Structured Authoring; API Documentation; Adobe FrameMaker; MadCap Flare; XML/HTML/CSS; CMS; AI-assisted Documentation; Version Control; UX Documentation Technical Writing; Structured Authoring; API Documentation; Adobe FrameMaker; MadCap Flare; XML; HTML; CMS; AI Tools; UX Documentation Clear Writing; Proofreading; Basic HTML/CSS; Research Skills; CMS Basics; Markdown; Collaboration; Time Management; Attention to Detail; Adaptability Technical Writing; Documentation; CMS; Markdown; HTML; Proofreading; Research; SME Collaboration; Clarity; Adaptability Technical Writing; Editing; Proofreading; Adobe FrameMaker; MadCap Flare; CMS; HTML/CSS/XML; AI Writing Tools; Version Control; Agile Documentation Technical Writing; Documentation; Adobe FrameMaker; MadCap Flare; CMS; HTML; XML; AI Tools; Editing; Agile Documentation Advanced Technical Writing; Structured Authoring; API Documentation; Adobe FrameMaker; MadCap Flare; XML/HTML/CSS; CMS; AI-assisted Documentation; Version Control; UX Documentation Technical Writing; Structured Authoring; API Documentation; Adobe FrameMaker; MadCap Flare; XML; HTML; CMS; AI Tools; UX Documentation Clear Writing; Proofreading; Basic HTML/CSS; Research Skills; CMS Basics; Markdown; Collaboration; Time Management; Attention to Detail; Adaptability Technical Writing; Documentation; CMS; Markdown; HTML; Proofreading; Research; SME Collaboration; Clarity; Adaptability Technical Writing; Editing; Proofreading; Adobe FrameMaker; MadCap Flare; CMS; HTML/CSS/XML; AI Writing Tools; Version Control; Agile Documentation Technical Writing; Adobe FrameMaker; MadCap Flare; CMS; HTML; XML; AI Tools; Agile Documentation; Editing; Version Control Advanced Technical Writing; Structured Authoring; API Documentation; Adobe FrameMaker; MadCap Flare; XML/HTML/CSS; CMS; AI-assisted Documentation; Version Control; UX Documentation Technical Writing; Structured Authoring; API Documentation; Adobe FrameMaker; MadCap Flare; XML; HTML; CMS; AI Tools; UX Documentation Clear Writing; Proofreading; Basic HTML/CSS; Research Skills; CMS Basics; Markdown; Collaboration; Time Management; Attention to Detail; Adaptability Technical Writing; Documentation; CMS; Markdown; HTML; Proofreading; Research; SME Collaboration; Clarity; Adaptability Technical Writing; Editing; Proofreading; Adobe FrameMaker; MadCap Flare; CMS; HTML/CSS/XML; AI Writing Tools; Version Control; Agile Documentation Technical Writing; Documentation; Adobe FrameMaker; MadCap Flare; CMS; HTML; XML; AI Tools; Editing; Agile Documentation Advanced Technical Writing; Structured Authoring; API Documentation; Adobe FrameMaker; MadCap Flare; XML/HTML/CSS; CMS; AI-assisted Documentation; Version Control; UX Documentation Technical Writing; Structured Authoring; API Documentation; Adobe FrameMaker; MadCap Flare; XML; HTML; CMS; AI Tools; UX Documentation Clear Writing; Proofreading; Basic HTML/CSS; Research Skills; CMS Basics; Markdown; Collaboration; Time Management; Attention to Detail; Adaptability Technical Writing; Documentation; CMS; Markdown; HTML; Proofreading; Research; SME Collaboration; Clarity; Adaptability Technical Writing; Editing; Proofreading; Adobe FrameMaker; MadCap Flare; CMS; HTML/CSS/XML; AI Writing Tools; Version Control; Agile Documentation Technical Writing; Adobe FrameMaker; MadCap Flare; CMS; HTML; XML; AI Tools; Agile Documentation; Editing; Version Control,4.075
Telecom & Network Engineer,VoIP; SIP; BGP; QoS; Cisco Routers Telecom; VoIP; SIP; QoS; BGP,6.0
Test Automation Engineer - Experienced,Java; Python; C#; Selenium; Appium; Cucumber; Jenkins; GitLab CI/CD; Docker; JMeter; Postman; RestAssured; JIRA; TestRail QA; Automation; Experienced; CI/CD; Performance Testing; Mentoring Java; Python; C#; Selenium; TestNG; Appium; Cucumber; JMeter; LoadRunner; Jenkins; GitLab CI/CD; Postman; RestAssured; JIRA; ALM QA; Automation; Experienced; Framework Design; CI/CD; Performance Testing Java; Python; C#; Selenium; Appium; TestNG; Cucumber; Jenkins; Docker; GitLab CI/CD; JMeter; Postman; RestAssured; JIRA; TestRail QA; Automation; Experienced; Leadership; CI/CD; API Testing Java; Python; C#; Selenium; Appium; Cucumber; JMeter; LoadRunner; Jenkins; GitLab; Docker; Postman; RestAssured; JIRA; ALM QA; Automation; Experienced; Performance Testing; Security Testing; Leadership Java; Python; C#; Selenium; Appium; TestNG; Cucumber; Jenkins; GitLab; Docker; JMeter; Postman; RestAssured; JIRA; TestRail QA; Automation; Experienced; Framework Design; Performance Testing; Mentoring Java; Python; C#; Selenium; Appium; Cucumber; JMeter; LoadRunner; Jenkins; GitLab; Docker; Postman; RestAssured; JIRA; TestRail QA; Automation; Experienced; Leadership; CI/CD; Training Java; Python; C#; Selenium; Appium; TestNG; Cucumber; Jenkins; GitLab; Docker; JMeter; Postman; RestAssured; JIRA; ALM QA; Automation; Experienced; Leadership; API Testing; Performance Testing,6.214285714285714
Test Automation Engineer - Fresher,Java; Python; JavaScript basics; Selenium; Cypress; Appium; Functional testing; Regression testing; JIRA; Bugzilla; Postman basics; Test case writing; Test documentation QA; Test Automation; Fresher; Entry-Level; Automation; Testing Java; Python basics; Selenium WebDriver; TestNG; Regression testing; Black-box testing; JIRA; Postman basics; Test documentation QA; Automation; Fresher; Entry-Level; Testing; Defect Tracking Java; Python basics; Selenium; Cypress basics; Functional testing; Regression testing; JIRA; Bugzilla; Postman basics QA; Software Testing; Automation; Fresher; Entry-Level; Regression Testing Java; JavaScript basics; Selenium WebDriver; Appium; Functional testing; Regression testing; JIRA; Postman basics QA; Test Automation; Fresher; Entry-Level; Manual Testing; Automation Java; Python basics; Selenium; Cypress basics; Manual testing concepts; JIRA; Postman basics QA; Software QA; Fresher; Entry-Level; Automation; Testing Java; Python basics; Selenium; TestNG basics; Regression testing; Functional testing; JIRA; Postman basics QA; Software Testing; Fresher; Entry-Level; Automation; Regression Testing Java; Python basics; Selenium WebDriver; Appium basics; Black-box testing; Functional testing; JIRA; Postman basics QA; Automation; Fresher; Entry-Level; Manual Testing; Automation Scripts Java; JavaScript basics; Selenium basics; Manual testing concepts; JIRA; Bugzilla; Postman basics QA; Test Automation; Fresher; Entry-Level; Manual Testing; Automation Python; Java basics; Selenium; TestNG basics; Manual testing concepts; JIRA; Postman basics QA; Software QA; Fresher; Entry-Level; Automation; Defect Tracking Java; Python basics; Selenium; Appium basics; Functional testing; Regression testing; JIRA; Postman basics QA; Automation; Fresher; Entry-Level; CI/CD; Regression Testing,0.5
